ID1,ID2,r,r_cat
6002395,6002994,0.25,"[0.25,0.5)"
6002396,6002236,0.25,"[0.25,0.5)"
6002396,6002238,0.5,"[0.5,1)"
6002396,6002239,0.25,"[0.25,0.5)"
6002396,6002240,0.25,"[0.25,0.5)"
6002396,6002398,0.5,"[0.5,1)"
6002396,6002399,0.5,"[0.5,1)"
6002396,6002886,0.5,"[0.5,1)"
6002396,6002887,0.5,"[0.5,1)"
6002397,6002398,0.5,"[0.5,1)"
6002397,6002399,0.5,"[0.5,1)"
6002397,6002995,0.5,"[0.5,1)"
6002397,6002996,0.5,"[0.5,1)"
6002398,6002236,0.125,"[0.125,0.25)"
6002398,6002238,0.25,"[0.25,0.5)"
6002398,6002239,0.125,"[0.125,0.25)"
6002398,6002240,0.125,"[0.125,0.25)"
6002398,6002396,0.5,"[0.5,1)"
6002398,6002397,0.5,"[0.5,1)"
6002398,6002399,0.5,"[0.5,1)"
6002398,6002886,0.25,"[0.25,0.5)"
6002398,6002887,0.25,"[0.25,0.5)"
6002398,6002995,0.25,"[0.25,0.5)"
6002398,6002996,0.25,"[0.25,0.5)"
6002399,6002236,0.125,"[0.125,0.25)"
6002399,6002238,0.25,"[0.25,0.5)"
6002399,6002239,0.125,"[0.125,0.25)"
6002399,6002240,0.125,"[0.125,0.25)"
6002399,6002396,0.5,"[0.5,1)"
6002399,6002397,0.5,"[0.5,1)"
6002399,6002398,0.5,"[0.5,1)"
6002399,6002886,0.25,"[0.25,0.5)"
6002399,6002887,0.25,"[0.25,0.5)"
6002399,6002995,0.25,"[0.25,0.5)"
6002399,6002996,0.25,"[0.25,0.5)"
6002400,6002402,0.5,"[0.5,1)"
6002400,6002403,0.5,"[0.5,1)"
6002400,6002997,0.5,"[0.5,1)"
6002400,6002998,0.5,"[0.5,1)"
6002401,6002402,0.5,"[0.5,1)"
6002401,6002403,0.5,"[0.5,1)"
6002401,6002999,0.5,"[0.5,1)"
6002401,6003000,0.5,"[0.5,1)"
6002402,6002400,0.5,"[0.5,1)"
6002402,6002401,0.5,"[0.5,1)"
6002402,6002403,0.5,"[0.5,1)"
6002402,6002997,0.25,"[0.25,0.5)"
6002402,6002998,0.25,"[0.25,0.5)"
6002402,6002999,0.25,"[0.25,0.5)"
6002402,6003000,0.25,"[0.25,0.5)"
6002403,6002400,0.5,"[0.5,1)"
6002403,6002401,0.5,"[0.5,1)"
6002403,6002402,0.5,"[0.5,1)"
6002403,6002997,0.25,"[0.25,0.5)"
6002403,6002998,0.25,"[0.25,0.5)"
6002403,6002999,0.25,"[0.25,0.5)"
6002403,6003000,0.25,"[0.25,0.5)"
6002404,6002131,0.5,"[0.5,1)"
6002404,6002132,0.25,"[0.25,0.5)"
6002404,6002133,0.25,"[0.25,0.5)"
6002404,6002325,0.5,"[0.5,1)"
6002404,6002326,0.25,"[0.25,0.5)"
6002404,6002327,0.25,"[0.25,0.5)"
6002404,6002405,0.5,"[0.5,1)"
6002404,6002407,0.25,"[0.25,0.5)"
6002404,6002800,0.5,"[0.5,1)"
6002404,6002801,0.5,"[0.5,1)"
6002405,6002131,0.25,"[0.25,0.5)"
6002405,6002132,0.125,"[0.125,0.25)"
6002405,6002133,0.125,"[0.125,0.25)"
6002405,6002325,0.25,"[0.25,0.5)"
6002405,6002326,0.125,"[0.125,0.25)"
6002405,6002327,0.125,"[0.125,0.25)"
6002405,6002404,0.5,"[0.5,1)"
6002405,6002407,0.5,"[0.5,1)"
6002405,6002800,0.25,"[0.25,0.5)"
6002405,6002801,0.25,"[0.25,0.5)"
6002405,6003001,0.5,"[0.5,1)"
6002406,6002407,0.5,"[0.5,1)"
6002406,6003002,0.5,"[0.5,1)"
6002406,6003003,0.5,"[0.5,1)"
6002407,6002131,0.125,"[0.125,0.25)"
6002407,6002132,0.0625,"[0,0.125)"
6002407,6002133,0.0625,"[0,0.125)"
6002407,6002325,0.125,"[0.125,0.25)"
6002407,6002326,0.0625,"[0,0.125)"
6002407,6002327,0.0625,"[0,0.125)"
6002407,6002404,0.25,"[0.25,0.5)"
6002407,6002405,0.5,"[0.5,1)"
6002407,6002406,0.5,"[0.5,1)"
6002407,6002800,0.125,"[0.125,0.25)"
6002407,6002801,0.125,"[0.125,0.25)"
6002407,6003001,0.25,"[0.25,0.5)"
6002407,6003002,0.25,"[0.25,0.5)"
6002407,6003003,0.25,"[0.25,0.5)"
6002408,6002029,0.25,"[0.25,0.5)"
6002408,6002031,0.125,"[0.125,0.25)"
6002408,6002145,0.25,"[0.25,0.5)"
6002408,6002146,0.25,"[0.25,0.5)"
6002408,6002148,0.125,"[0.125,0.25)"
6002408,6002149,0.125,"[0.125,0.25)"
6002408,6002201,0.25,"[0.25,0.5)"
6002408,6002203,0.125,"[0.125,0.25)"
6002408,6002204,0.125,"[0.125,0.25)"
6002408,6002206,0.125,"[0.125,0.25)"
6002408,6002208,0.0625,"[0,0.125)"
6002408,6002209,0.03125,"[0,0.125)"
6002408,6002210,0.25,"[0.25,0.5)"
6002408,6002211,0.140625,"[0.125,0.25)"
6002408,6002212,0.140625,"[0.125,0.25)"
6002408,6002229,0.25,"[0.25,0.5)"
6002408,6002230,0.125,"[0.125,0.25)"
6002408,6002233,0.125,"[0.125,0.25)"
6002408,6002234,0.0625,"[0,0.125)"
6002408,6002235,0.0625,"[0,0.125)"
6002408,6002379,0.0625,"[0,0.125)"
6002408,6002380,0.03125,"[0,0.125)"
6002408,6002381,0.03125,"[0,0.125)"
6002408,6002382,0.03125,"[0,0.125)"
6002408,6002409,0.5,"[0.5,1)"
6002408,6002410,0.5,"[0.5,1)"
6002408,6002460,0.03125,"[0,0.125)"
6002408,6002463,0.0625,"[0,0.125)"
6002408,6002464,0.03125,"[0,0.125)"
6002408,6002465,0.015625,"[0,0.125)"
6002408,6002466,0.015625,"[0,0.125)"
6002408,6002480,0.125,"[0.125,0.25)"
6002408,6002723,0.25,"[0.25,0.5)"
6002408,6002813,0.125,"[0.125,0.25)"
6002408,6002814,0.125,"[0.125,0.25)"
6002408,6002863,0.25,"[0.25,0.5)"
6002408,6002864,0.25,"[0.25,0.5)"
6002409,6002029,0.5,"[0.5,1)"
6002409,6002031,0.25,"[0.25,0.5)"
6002409,6002145,0.5,"[0.5,1)"
6002409,6002146,0.5,"[0.5,1)"
6002409,6002148,0.25,"[0.25,0.5)"
6002409,6002149,0.25,"[0.25,0.5)"
6002409,6002201,0.5,"[0.5,1)"
6002409,6002203,0.25,"[0.25,0.5)"
6002409,6002204,0.25,"[0.25,0.5)"
6002409,6002206,0.25,"[0.25,0.5)"
6002409,6002208,0.125,"[0.125,0.25)"
6002409,6002209,0.0625,"[0,0.125)"
6002409,6002211,0.03125,"[0,0.125)"
6002409,6002212,0.03125,"[0,0.125)"
6002409,6002379,0.125,"[0.125,0.25)"
6002409,6002380,0.0625,"[0,0.125)"
6002409,6002381,0.0625,"[0,0.125)"
6002409,6002382,0.0625,"[0,0.125)"
6002409,6002408,0.5,"[0.5,1)"
6002409,6002460,0.0625,"[0,0.125)"
6002409,6002463,0.125,"[0.125,0.25)"
6002409,6002464,0.0625,"[0,0.125)"
6002409,6002465,0.03125,"[0,0.125)"
6002409,6002466,0.03125,"[0,0.125)"
6002409,6002723,0.5,"[0.5,1)"
6002409,6002813,0.25,"[0.25,0.5)"
6002409,6002814,0.25,"[0.25,0.5)"
6002410,6002210,0.5,"[0.5,1)"
6002410,6002211,0.25,"[0.25,0.5)"
6002410,6002212,0.25,"[0.25,0.5)"
6002410,6002229,0.5,"[0.5,1)"
6002410,6002230,0.25,"[0.25,0.5)"
6002410,6002233,0.25,"[0.25,0.5)"
6002410,6002234,0.125,"[0.125,0.25)"
6002410,6002235,0.125,"[0.125,0.25)"
6002410,6002408,0.5,"[0.5,1)"
6002410,6002480,0.25,"[0.25,0.5)"
6002410,6002863,0.5,"[0.5,1)"
6002410,6002864,0.5,"[0.5,1)"
6002411,6002093,0.5,"[0.5,1)"
6002411,6002094,0.25,"[0.25,0.5)"
6002411,6002095,0.25,"[0.25,0.5)"
6002411,6002412,0.5,"[0.5,1)"
6002411,6002414,0.25,"[0.25,0.5)"
6002411,6002415,0.25,"[0.25,0.5)"
6002411,6002416,0.5,"[0.5,1)"
6002411,6002418,0.25,"[0.25,0.5)"
6002411,6002419,0.25,"[0.25,0.5)"
6002411,6002420,0.25,"[0.25,0.5)"
6002411,6003004,0.5,"[0.5,1)"
6002411,6003005,0.5,"[0.5,1)"
6002412,6002093,0.5,"[0.5,1)"
6002412,6002094,0.25,"[0.25,0.5)"
6002412,6002095,0.25,"[0.25,0.5)"
6002412,6002411,0.5,"[0.5,1)"
6002412,6002414,0.5,"[0.5,1)"
6002412,6002415,0.5,"[0.5,1)"
6002412,6002416,0.5,"[0.5,1)"
6002412,6002418,0.25,"[0.25,0.5)"
6002412,6002419,0.25,"[0.25,0.5)"
6002412,6002420,0.25,"[0.25,0.5)"
6002412,6002775,0.5,"[0.5,1)"
6002412,6003004,0.25,"[0.25,0.5)"
6002412,6003005,0.25,"[0.25,0.5)"
6002413,6002414,0.5,"[0.5,1)"
6002413,6002415,0.5,"[0.5,1)"
6002413,6003006,0.5,"[0.5,1)"
6002413,6003007,0.5,"[0.5,1)"
6002414,6002093,0.25,"[0.25,0.5)"
6002414,6002094,0.125,"[0.125,0.25)"
6002414,6002095,0.125,"[0.125,0.25)"
6002414,6002411,0.25,"[0.25,0.5)"
6002414,6002412,0.5,"[0.5,1)"
6002414,6002413,0.5,"[0.5,1)"
6002414,6002415,0.5,"[0.5,1)"
6002414,6002416,0.25,"[0.25,0.5)"
6002414,6002418,0.125,"[0.125,0.25)"
6002414,6002419,0.125,"[0.125,0.25)"
6002414,6002420,0.125,"[0.125,0.25)"
6002414,6002775,0.25,"[0.25,0.5)"
6002414,6003004,0.125,"[0.125,0.25)"
6002414,6003005,0.125,"[0.125,0.25)"
6002414,6003006,0.25,"[0.25,0.5)"
6002414,6003007,0.25,"[0.25,0.5)"
6002415,6002093,0.25,"[0.25,0.5)"
6002415,6002094,0.125,"[0.125,0.25)"
6002415,6002095,0.125,"[0.125,0.25)"
6002415,6002411,0.25,"[0.25,0.5)"
6002415,6002412,0.5,"[0.5,1)"
6002415,6002413,0.5,"[0.5,1)"
6002415,6002414,0.5,"[0.5,1)"
6002415,6002416,0.25,"[0.25,0.5)"
6002415,6002418,0.125,"[0.125,0.25)"
6002415,6002419,0.125,"[0.125,0.25)"
6002415,6002420,0.125,"[0.125,0.25)"
6002415,6002775,0.25,"[0.25,0.5)"
6002415,6003004,0.125,"[0.125,0.25)"
6002415,6003005,0.125,"[0.125,0.25)"
6002415,6003006,0.25,"[0.25,0.5)"
6002415,6003007,0.25,"[0.25,0.5)"
6002416,6002093,0.5,"[0.5,1)"
6002416,6002094,0.25,"[0.25,0.5)"
6002416,6002095,0.25,"[0.25,0.5)"
6002416,6002411,0.5,"[0.5,1)"
6002416,6002412,0.5,"[0.5,1)"
6002416,6002414,0.25,"[0.25,0.5)"
6002416,6002415,0.25,"[0.25,0.5)"
6002416,6002418,0.5,"[0.5,1)"
6002416,6002419,0.5,"[0.5,1)"
6002416,6002420,0.5,"[0.5,1)"
6002416,6002775,0.5,"[0.5,1)"
6002416,6003004,0.25,"[0.25,0.5)"
6002416,6003005,0.25,"[0.25,0.5)"
6002417,6002418,0.5,"[0.5,1)"
6002417,6002419,0.5,"[0.5,1)"
6002417,6002420,0.5,"[0.5,1)"
6002417,6003008,0.5,"[0.5,1)"
6002417,6003009,0.5,"[0.5,1)"
6002418,6002093,0.25,"[0.25,0.5)"
6002418,6002094,0.125,"[0.125,0.25)"
6002418,6002095,0.125,"[0.125,0.25)"
6002418,6002411,0.25,"[0.25,0.5)"
6002418,6002412,0.25,"[0.25,0.5)"
6002418,6002414,0.125,"[0.125,0.25)"
6002418,6002415,0.125,"[0.125,0.25)"
6002418,6002416,0.5,"[0.5,1)"
6002418,6002417,0.5,"[0.5,1)"
6002418,6002419,0.5,"[0.5,1)"
6002418,6002420,0.5,"[0.5,1)"
6002418,6002775,0.25,"[0.25,0.5)"
6002418,6003004,0.125,"[0.125,0.25)"
6002418,6003005,0.125,"[0.125,0.25)"
6002418,6003008,0.25,"[0.25,0.5)"
6002418,6003009,0.25,"[0.25,0.5)"
6002419,6002093,0.25,"[0.25,0.5)"
6002419,6002094,0.125,"[0.125,0.25)"
6002419,6002095,0.125,"[0.125,0.25)"
6002419,6002411,0.25,"[0.25,0.5)"
6002419,6002412,0.25,"[0.25,0.5)"
6002419,6002414,0.125,"[0.125,0.25)"
6002419,6002415,0.125,"[0.125,0.25)"
6002419,6002416,0.5,"[0.5,1)"
6002419,6002417,0.5,"[0.5,1)"
6002419,6002418,0.5,"[0.5,1)"
6002419,6002420,0.5,"[0.5,1)"
6002419,6002775,0.25,"[0.25,0.5)"
6002419,6003004,0.125,"[0.125,0.25)"
6002419,6003005,0.125,"[0.125,0.25)"
6002419,6003008,0.25,"[0.25,0.5)"
6002419,6003009,0.25,"[0.25,0.5)"
6002420,6002093,0.25,"[0.25,0.5)"
6002420,6002094,0.125,"[0.125,0.25)"
6002420,6002095,0.125,"[0.125,0.25)"
6002420,6002411,0.25,"[0.25,0.5)"
6002420,6002412,0.25,"[0.25,0.5)"
6002420,6002414,0.125,"[0.125,0.25)"
6002420,6002415,0.125,"[0.125,0.25)"
6002420,6002416,0.5,"[0.5,1)"
6002420,6002417,0.5,"[0.5,1)"
6002420,6002418,0.5,"[0.5,1)"
6002420,6002419,0.5,"[0.5,1)"
6002420,6002775,0.25,"[0.25,0.5)"
6002420,6003004,0.125,"[0.125,0.25)"
6002420,6003005,0.125,"[0.125,0.25)"
6002420,6003008,0.25,"[0.25,0.5)"
6002420,6003009,0.25,"[0.25,0.5)"
6002421,6002423,0.5,"[0.5,1)"
6002421,6002424,0.5,"[0.5,1)"
6002421,6002425,0.5,"[0.5,1)"
6002421,6003012,0.5,"[0.5,1)"
6002421,6003013,0.5,"[0.5,1)"
6002422,6002423,0.5,"[0.5,1)"
6002422,6002424,0.5,"[0.5,1)"
6002422,6002425,0.5,"[0.5,1)"
6002422,6002432,0.5,"[0.5,1)"
6002422,6002434,0.25,"[0.25,0.5)"
6002422,6002445,0.25,"[0.25,0.5)"
6002422,6002446,0.25,"[0.25,0.5)"
6002422,6002447,0.25,"[0.25,0.5)"
6002422,6002448,0.5,"[0.5,1)"
6002422,6003010,0.5,"[0.5,1)"
6002422,6003011,0.5,"[0.5,1)"
6002423,6002421,0.5,"[0.5,1)"
6002423,6002422,0.5,"[0.5,1)"
6002423,6002424,0.5,"[0.5,1)"
6002423,6002425,0.5,"[0.5,1)"
6002423,6002432,0.25,"[0.25,0.5)"
6002423,6002434,0.125,"[0.125,0.25)"
6002423,6002445,0.125,"[0.125,0.25)"
6002423,6002446,0.125,"[0.125,0.25)"
6002423,6002447,0.125,"[0.125,0.25)"
6002423,6002448,0.25,"[0.25,0.5)"
6002423,6003010,0.25,"[0.25,0.5)"
6002423,6003011,0.25,"[0.25,0.5)"
6002423,6003012,0.25,"[0.25,0.5)"
6002423,6003013,0.25,"[0.25,0.5)"
6002424,6002421,0.5,"[0.5,1)"
6002424,6002422,0.5,"[0.5,1)"
6002424,6002423,0.5,"[0.5,1)"
6002424,6002425,0.5,"[0.5,1)"
6002424,6002432,0.25,"[0.25,0.5)"
6002424,6002434,0.125,"[0.125,0.25)"
6002424,6002445,0.125,"[0.125,0.25)"
6002424,6002446,0.125,"[0.125,0.25)"
6002424,6002447,0.125,"[0.125,0.25)"
6002424,6002448,0.25,"[0.25,0.5)"
6002424,6003010,0.25,"[0.25,0.5)"
6002424,6003011,0.25,"[0.25,0.5)"
6002424,6003012,0.25,"[0.25,0.5)"
6002424,6003013,0.25,"[0.25,0.5)"
6002425,6002421,0.5,"[0.5,1)"
6002425,6002422,0.5,"[0.5,1)"
6002425,6002423,0.5,"[0.5,1)"
6002425,6002424,0.5,"[0.5,1)"
6002425,6002432,0.25,"[0.25,0.5)"
6002425,6002434,0.125,"[0.125,0.25)"
6002425,6002445,0.125,"[0.125,0.25)"
6002425,6002446,0.125,"[0.125,0.25)"
6002425,6002447,0.125,"[0.125,0.25)"
6002425,6002448,0.25,"[0.25,0.5)"
6002425,6003010,0.25,"[0.25,0.5)"
6002425,6003011,0.25,"[0.25,0.5)"
6002425,6003012,0.25,"[0.25,0.5)"
6002425,6003013,0.25,"[0.25,0.5)"
6002426,6002428,0.5,"[0.5,1)"
6002426,6002429,0.5,"[0.5,1)"
6002426,6003014,0.5,"[0.5,1)"
6002426,6003015,0.5,"[0.5,1)"
6002427,6002017,0.5,"[0.5,1)"
6002427,6002019,0.25,"[0.25,0.5)"
6002427,6002020,0.25,"[0.25,0.5)"
6002427,6002021,0.25,"[0.25,0.5)"
6002427,6002056,0.25,"[0.25,0.5)"
6002427,6002057,0.125,"[0.125,0.25)"
6002427,6002058,0.125,"[0.125,0.25)"
6002427,6002153,0.5,"[0.5,1)"
6002427,6002156,0.25,"[0.25,0.5)"
6002427,6002158,0.25,"[0.25,0.5)"
6002427,6002159,0.125,"[0.125,0.25)"
6002427,6002160,0.125,"[0.125,0.25)"
6002427,6002374,0.25,"[0.25,0.5)"
6002427,6002375,0.125,"[0.125,0.25)"
6002427,6002376,0.125,"[0.125,0.25)"
6002427,6002428,0.5,"[0.5,1)"
6002427,6002429,0.5,"[0.5,1)"
6002427,6002482,0.5,"[0.5,1)"
6002427,6002483,0.25,"[0.25,0.5)"
6002427,6002485,0.125,"[0.125,0.25)"
6002427,6002489,0.5,"[0.5,1)"
6002427,6002492,0.25,"[0.25,0.5)"
6002427,6002494,0.25,"[0.25,0.5)"
6002427,6002495,0.125,"[0.125,0.25)"
6002427,6002496,0.125,"[0.125,0.25)"
6002427,6002711,0.5,"[0.5,1)"
6002427,6002712,0.5,"[0.5,1)"
6002428,6002017,0.25,"[0.25,0.5)"
6002428,6002019,0.125,"[0.125,0.25)"
6002428,6002020,0.125,"[0.125,0.25)"
6002428,6002021,0.125,"[0.125,0.25)"
6002428,6002056,0.125,"[0.125,0.25)"
6002428,6002057,0.0625,"[0,0.125)"
6002428,6002058,0.0625,"[0,0.125)"
6002428,6002153,0.25,"[0.25,0.5)"
6002428,6002156,0.125,"[0.125,0.25)"
6002428,6002158,0.125,"[0.125,0.25)"
6002428,6002159,0.0625,"[0,0.125)"
6002428,6002160,0.0625,"[0,0.125)"
6002428,6002374,0.125,"[0.125,0.25)"
6002428,6002375,0.0625,"[0,0.125)"
6002428,6002376,0.0625,"[0,0.125)"
6002428,6002426,0.5,"[0.5,1)"
6002428,6002427,0.5,"[0.5,1)"
6002428,6002429,0.5,"[0.5,1)"
6002428,6002482,0.25,"[0.25,0.5)"
6002428,6002483,0.125,"[0.125,0.25)"
6002428,6002485,0.0625,"[0,0.125)"
6002428,6002489,0.25,"[0.25,0.5)"
6002428,6002492,0.125,"[0.125,0.25)"
6002428,6002494,0.125,"[0.125,0.25)"
6002428,6002495,0.0625,"[0,0.125)"
6002428,6002496,0.0625,"[0,0.125)"
6002428,6002711,0.25,"[0.25,0.5)"
6002428,6002712,0.25,"[0.25,0.5)"
6002428,6003014,0.25,"[0.25,0.5)"
6002428,6003015,0.25,"[0.25,0.5)"
6002429,6002017,0.25,"[0.25,0.5)"
6002429,6002019,0.125,"[0.125,0.25)"
6002429,6002020,0.125,"[0.125,0.25)"
6002429,6002021,0.125,"[0.125,0.25)"
6002429,6002056,0.125,"[0.125,0.25)"
6002429,6002057,0.0625,"[0,0.125)"
6002429,6002058,0.0625,"[0,0.125)"
6002429,6002153,0.25,"[0.25,0.5)"
6002429,6002156,0.125,"[0.125,0.25)"
6002429,6002158,0.125,"[0.125,0.25)"
6002429,6002159,0.0625,"[0,0.125)"
6002429,6002160,0.0625,"[0,0.125)"
6002429,6002374,0.125,"[0.125,0.25)"
6002429,6002375,0.0625,"[0,0.125)"
6002429,6002376,0.0625,"[0,0.125)"
6002429,6002426,0.5,"[0.5,1)"
6002429,6002427,0.5,"[0.5,1)"
6002429,6002428,0.5,"[0.5,1)"
6002429,6002482,0.25,"[0.25,0.5)"
6002429,6002483,0.125,"[0.125,0.25)"
6002429,6002485,0.0625,"[0,0.125)"
6002429,6002489,0.25,"[0.25,0.5)"
6002429,6002492,0.125,"[0.125,0.25)"
6002429,6002494,0.125,"[0.125,0.25)"
6002429,6002495,0.0625,"[0,0.125)"
6002429,6002496,0.0625,"[0,0.125)"
6002429,6002711,0.25,"[0.25,0.5)"
6002429,6002712,0.25,"[0.25,0.5)"
6002429,6003014,0.25,"[0.25,0.5)"
6002429,6003015,0.25,"[0.25,0.5)"
6002430,6003016,0.5,"[0.5,1)"
6002430,6003017,0.5,"[0.5,1)"
6002431,6003018,0.5,"[0.5,1)"
6002431,6003019,0.5,"[0.5,1)"
6002432,6002422,0.5,"[0.5,1)"
6002432,6002423,0.25,"[0.25,0.5)"
6002432,6002424,0.25,"[0.25,0.5)"
6002432,6002425,0.25,"[0.25,0.5)"
6002432,6002434,0.5,"[0.5,1)"
6002432,6002445,0.25,"[0.25,0.5)"
6002432,6002446,0.25,"[0.25,0.5)"
6002432,6002447,0.25,"[0.25,0.5)"
6002432,6002448,0.5,"[0.5,1)"
6002432,6003010,0.5,"[0.5,1)"
6002432,6003011,0.5,"[0.5,1)"
6002433,6002434,0.5,"[0.5,1)"
6002433,6003020,0.5,"[0.5,1)"
6002433,6003021,0.5,"[0.5,1)"
6002434,6002422,0.25,"[0.25,0.5)"
6002434,6002423,0.125,"[0.125,0.25)"
6002434,6002424,0.125,"[0.125,0.25)"
6002434,6002425,0.125,"[0.125,0.25)"
6002434,6002432,0.5,"[0.5,1)"
6002434,6002433,0.5,"[0.5,1)"
6002434,6002445,0.125,"[0.125,0.25)"
6002434,6002446,0.125,"[0.125,0.25)"
6002434,6002447,0.125,"[0.125,0.25)"
6002434,6002448,0.25,"[0.25,0.5)"
6002434,6003010,0.25,"[0.25,0.5)"
6002434,6003011,0.25,"[0.25,0.5)"
6002434,6003020,0.25,"[0.25,0.5)"
6002434,6003021,0.25,"[0.25,0.5)"
6002435,6002383,0.5,"[0.5,1)"
6002435,6002436,0.5,"[0.5,1)"
6002435,6002985,0.25,"[0.25,0.5)"
6002435,6002986,0.25,"[0.25,0.5)"
6002435,6003022,0.5,"[0.5,1)"
6002436,6002383,0.25,"[0.25,0.5)"
6002436,6002435,0.5,"[0.5,1)"
6002436,6002985,0.125,"[0.125,0.25)"
6002436,6002986,0.125,"[0.125,0.25)"
6002436,6003022,0.25,"[0.25,0.5)"
6002436,6003033,0.5,"[0.5,1)"
6002437,6002005,0.25,"[0.25,0.5)"
6002437,6002006,0.5,"[0.5,1)"
6002437,6002008,0.25,"[0.25,0.5)"
6002437,6002010,0.125,"[0.125,0.25)"
6002437,6002011,0.125,"[0.125,0.25)"
6002437,6002012,0.125,"[0.125,0.25)"
6002437,6002099,0.25,"[0.25,0.5)"
6002437,6002101,0.125,"[0.125,0.25)"
6002437,6002102,0.125,"[0.125,0.25)"
6002437,6002218,0.5,"[0.5,1)"
6002437,6002219,0.5,"[0.5,1)"
6002437,6002221,0.25,"[0.25,0.5)"
6002437,6002222,0.25,"[0.25,0.5)"
6002437,6002359,0.25,"[0.25,0.5)"
6002437,6002360,0.125,"[0.125,0.25)"
6002437,6002362,0.0625,"[0,0.125)"
6002437,6002363,0.0625,"[0,0.125)"
6002437,6002439,0.5,"[0.5,1)"
6002437,6002440,0.5,"[0.5,1)"
6002437,6002706,0.5,"[0.5,1)"
6002437,6002870,0.25,"[0.25,0.5)"
6002437,6002871,0.25,"[0.25,0.5)"
6002438,6002108,0.5,"[0.5,1)"
6002438,6002109,0.5,"[0.5,1)"
6002438,6002111,0.25,"[0.25,0.5)"
6002438,6002112,0.25,"[0.25,0.5)"
6002438,6002180,0.125,"[0.125,0.25)"
6002438,6002181,0.0625,"[0,0.125)"
6002438,6002182,0.0625,"[0,0.125)"
6002438,6002183,0.03125,"[0,0.125)"
6002438,6002272,0.25,"[0.25,0.5)"
6002438,6002273,0.125,"[0.125,0.25)"
6002438,6002275,0.0625,"[0,0.125)"
6002438,6002276,0.0625,"[0,0.125)"
6002438,6002282,0.375,"[0.25,0.5)"
6002438,6002283,0.25,"[0.25,0.5)"
6002438,6002285,0.1875,"[0.125,0.25)"
6002438,6002286,0.1875,"[0.125,0.25)"
6002438,6002341,0.125,"[0.125,0.25)"
6002438,6002342,0.0625,"[0,0.125)"
6002438,6002344,0.03125,"[0,0.125)"
6002438,6002345,0.03125,"[0,0.125)"
6002438,6002369,0.0625,"[0,0.125)"
6002438,6002371,0.03125,"[0,0.125)"
6002438,6002372,0.03125,"[0,0.125)"
6002438,6002439,0.5,"[0.5,1)"
6002438,6002440,0.5,"[0.5,1)"
6002438,6002503,0.125,"[0.125,0.25)"
6002438,6002504,0.0625,"[0,0.125)"
6002438,6002785,0.25,"[0.25,0.5)"
6002438,6002786,0.25,"[0.25,0.5)"
6002438,6002787,0.5,"[0.5,1)"
6002439,6002005,0.125,"[0.125,0.25)"
6002439,6002006,0.25,"[0.25,0.5)"
6002439,6002008,0.125,"[0.125,0.25)"
6002439,6002010,0.0625,"[0,0.125)"
6002439,6002011,0.0625,"[0,0.125)"
6002439,6002012,0.0625,"[0,0.125)"
6002439,6002099,0.125,"[0.125,0.25)"
6002439,6002101,0.0625,"[0,0.125)"
6002439,6002102,0.0625,"[0,0.125)"
6002439,6002108,0.25,"[0.25,0.5)"
6002439,6002109,0.25,"[0.25,0.5)"
6002439,6002111,0.125,"[0.125,0.25)"
6002439,6002112,0.125,"[0.125,0.25)"
6002439,6002180,0.0625,"[0,0.125)"
6002439,6002181,0.03125,"[0,0.125)"
6002439,6002182,0.03125,"[0,0.125)"
6002439,6002183,0.015625,"[0,0.125)"
6002439,6002218,0.25,"[0.25,0.5)"
6002439,6002219,0.25,"[0.25,0.5)"
6002439,6002221,0.125,"[0.125,0.25)"
6002439,6002222,0.125,"[0.125,0.25)"
6002439,6002272,0.125,"[0.125,0.25)"
6002439,6002273,0.0625,"[0,0.125)"
6002439,6002275,0.03125,"[0,0.125)"
6002439,6002276,0.03125,"[0,0.125)"
6002439,6002282,0.1875,"[0.125,0.25)"
6002439,6002283,0.125,"[0.125,0.25)"
6002439,6002285,0.09375,"[0,0.125)"
6002439,6002286,0.09375,"[0,0.125)"
6002439,6002341,0.0625,"[0,0.125)"
6002439,6002342,0.03125,"[0,0.125)"
6002439,6002344,0.015625,"[0,0.125)"
6002439,6002345,0.015625,"[0,0.125)"
6002439,6002359,0.125,"[0.125,0.25)"
6002439,6002360,0.0625,"[0,0.125)"
6002439,6002362,0.03125,"[0,0.125)"
6002439,6002363,0.03125,"[0,0.125)"
6002439,6002369,0.03125,"[0,0.125)"
6002439,6002371,0.015625,"[0,0.125)"
6002439,6002372,0.015625,"[0,0.125)"
6002439,6002437,0.5,"[0.5,1)"
6002439,6002438,0.5,"[0.5,1)"
6002439,6002440,0.5,"[0.5,1)"
6002439,6002503,0.0625,"[0,0.125)"
6002439,6002504,0.03125,"[0,0.125)"
6002439,6002706,0.25,"[0.25,0.5)"
6002439,6002785,0.125,"[0.125,0.25)"
6002439,6002786,0.125,"[0.125,0.25)"
6002439,6002787,0.25,"[0.25,0.5)"
6002439,6002870,0.125,"[0.125,0.25)"
6002439,6002871,0.125,"[0.125,0.25)"
6002440,6002005,0.125,"[0.125,0.25)"
6002440,6002006,0.25,"[0.25,0.5)"
6002440,6002008,0.125,"[0.125,0.25)"
6002440,6002010,0.0625,"[0,0.125)"
6002440,6002011,0.0625,"[0,0.125)"
6002440,6002012,0.0625,"[0,0.125)"
6002440,6002099,0.125,"[0.125,0.25)"
